SGDS_test_err,SGDS_training_err,SGDS_training_loss
0.0786,0.01648000000000005,0.04893342535734176
0.07579999999999998,0.01417999999999997,0.04460975716471672
0.07850000000000001,0.015100000000000002,0.04565676539182663
0.07179999999999997,0.015920000000000045,0.04784991497635841
0.0776,0.014480000000000048,0.0438945433139801
0.08089999999999997,0.014460000000000028,0.04448022505640983
0.07579999999999998,0.015800000000000036,0.04722281200170517
0.07440000000000002,0.016880000000000006,0.05078256737947464
0.07499999999999996,0.014920000000000044,0.04494678429722786
0.07410000000000005,0.017360000000000042,0.05034267270565033
0.07330000000000003,0.015660000000000007,0.04825706097304821
0.07499999999999996,0.013719999999999954,0.04234571105480194
0.07330000000000003,0.016140000000000043,0.047683569781184196
0.07289999999999996,0.015900000000000025,0.048441778717041015
0.07450000000000001,0.015499999999999958,0.04716266114354133
0.07620000000000005,0.016159999999999952,0.049110159834623336
0.07840000000000003,0.01627999999999996,0.04908789047956467
0.07179999999999997,0.01436000000000004,0.044786065073609355
0.07679999999999998,0.01649999999999996,0.04826471741080284
0.07389999999999997,0.015580000000000038,0.04730616171479225
0.08279999999999998,0.016220000000000012,0.049806232081651684
0.07520000000000004,0.016000000000000014,0.04814579940199852
0.07250000000000001,0.01632,0.048693111493587495
0.07150000000000001,0.01629999999999998,0.049086019798517226
0.07399999999999995,0.015719999999999956,0.047874489637613295
0.0756,0.01536000000000004,0.04681635943293572
0.07199999999999995,0.013979999999999992,0.043610214539170265
0.07799999999999996,0.014880000000000004,0.045811621817350386
0.07540000000000002,0.012939999999999952,0.040488508039712906
0.07020000000000004,0.015880000000000005,0.04788018689990044
0.07199999999999995,0.015240000000000031,0.046085294454097744
0.07299999999999995,0.016220000000000012,0.0480545666539669
0.07430000000000003,0.016140000000000043,0.04823364304408431
0.08209999999999995,0.014939999999999953,0.04585927107572556
0.07399999999999995,0.015199999999999991,0.04611615234136581
0.07220000000000004,0.01646000000000003,0.048514301402568814
0.07469999999999999,0.01541999999999999,0.04683287517786026
0.05689999999999995,0.005839999999999956,0.021276839518547058
0.05379999999999996,0.0031400000000000317,0.011860343683809041
0.05359999999999998,0.0021200000000000108,0.009540336794853211
0.05410000000000004,0.0017000000000000348,0.007765768705010414
0.0524,0.0012199999999999989,0.006853345012664795
0.051899999999999946,0.0009400000000000519,0.005831737522482872
0.05169999999999997,0.0009400000000000519,0.005497875661253929
0.051100000000000034,0.0007200000000000539,0.00486450225353241
0.050799999999999956,0.00046000000000001595,0.004108202636539936
0.051000000000000045,0.0005800000000000249,0.004566200511306524
0.050799999999999956,0.0008599999999999719,0.004372494771331548
0.0504,0.00046000000000001595,0.003982638554275036
0.05059999999999998,0.00038000000000004697,0.003698999180942774
0.050899999999999945,0.00046000000000001595,0.0036209240567684174
0.0504,0.00036000000000002697,0.0032114664024859665
0.050000000000000044,0.00038000000000004697,0.0032796259578317406
0.05010000000000003,9.999999999998899e-05,0.0029351402428746225
0.049699999999999966,0.00017999999999995797,0.002890531600266695
0.049000000000000044,0.00027999999999994696,0.00289841189712286
0.050000000000000044,0.00019999999999997797,0.0027749223569780586
0.04959999999999998,0.00041999999999997595,0.0030732009351253507
0.04949999999999999,0.000260000000000038,0.0028030238841474054
0.05069999999999997,0.00038000000000004697,0.0029751100026071072
0.0494,0.00012000000000000899,0.002529764234572649
0.04949999999999999,0.00034000000000000696,0.0026566652416065337
0.04930000000000001,0.000260000000000038,0.0027348824223130943
0.04849999999999999,0.00021999999999999797,0.0025838539478182793
0.0494,0.00019999999999997797,0.0025382372279465198
0.0484,0.000160000000000049,0.002591585748195648
0.04930000000000001,0.00021999999999999797,0.002515347770601511
0.04930000000000001,0.000160000000000049,0.002374346036091447
0.04859999999999998,0.000140000000000029,0.002268636728450656
0.049699999999999966,0.000160000000000049,0.002353170619942248
0.04910000000000003,0.00012000000000000899,0.002210740758366883
0.05030000000000001,0.000140000000000029,0.0022638264989852906
0.049699999999999966,9.999999999998899e-05,0.0022430861193686725
0.048900000000000055,0.00017999999999995797,0.0022375086499005557
0.050000000000000044,0.00012000000000000899,0.0021102972327917816
0.050000000000000044,9.999999999998899e-05,0.0021482466128468513
0.048699999999999966,9.999999999998899e-05,0.002052526550143957
