SGD_test_err,SGD_training_err,SGD_training_loss
0.15259999999999996,0.11760000000000004,0.3445709895801544
0.15490000000000004,0.11539999999999995,0.34050352390289307
0.139,0.11948000000000003,0.34849265009880065
0.18000000000000005,0.11534,0.33702289645195005
0.15749999999999997,0.11743999999999999,0.3408429181957245
0.16180000000000005,0.11404000000000003,0.3340609747505188
0.1562,0.11402000000000001,0.33071230001449586
0.15949999999999998,0.11685999999999996,0.342939169883728
0.1411,0.11719999999999997,0.34065341477394107
0.15369999999999995,0.11402000000000001,0.33395908427238463
0.17610000000000003,0.11560000000000004,0.33175025339126585
0.16690000000000005,0.11402000000000001,0.33062483456611635
0.16949999999999998,0.11229999999999996,0.33255287751197815
0.14770000000000005,0.11319999999999997,0.3328241069984436
0.17810000000000004,0.11439999999999995,0.3327553385066986
0.14039999999999997,0.11187999999999998,0.3276425196838379
0.13490000000000002,0.11140000000000005,0.32953868980884554
0.1521,0.10736000000000001,0.3204066664981842
0.15100000000000002,0.11173999999999995,0.32635138873100283
0.14970000000000006,0.11168,0.3236757626056671
0.1844,0.10924,0.3220548422908783
0.15180000000000005,0.11358000000000001,0.3307067533683777
0.22309999999999997,0.11068,0.3254135102653503
0.2106,0.11085999999999996,0.32479831002235415
0.13890000000000002,0.10831999999999997,0.3196250285243988
0.14359999999999995,0.10977999999999999,0.32459237334251406
0.14180000000000004,0.11040000000000005,0.32489733787536623
0.16369999999999996,0.11212,0.328234676399231
0.14839999999999998,0.10733999999999999,0.3156372952270508
0.1683,0.10885999999999996,0.3202576776695251
0.14939999999999998,0.10711999999999999,0.3167915832233429
0.16849999999999998,0.10970000000000002,0.3192011785316467
0.13680000000000003,0.10995999999999995,0.32282247522354124
0.13580000000000003,0.10843999999999998,0.31814810512542724
0.1824,0.10685999999999996,0.31639144750595094
0.17459999999999998,0.10853999999999997,0.3228455723762512
0.14980000000000004,0.10931999999999997,0.3171214239692688
0.13590000000000002,0.10784000000000005,0.31822128692626955
0.07210000000000005,0.057499999999999996,0.1720789621400833
0.06669999999999998,0.039959999999999996,0.12026051889896393
0.06640000000000001,0.03388000000000002,0.10147655144691467
0.06610000000000005,0.029159999999999964,0.08798028685569763
0.06489999999999996,0.02625999999999995,0.07846628043174744
0.06430000000000002,0.02307999999999999,0.069989703540802
0.06369999999999998,0.02066000000000001,0.06222319408416748
0.06540000000000001,0.018859999999999988,0.0575545104765892
0.06230000000000002,0.016780000000000017,0.05198334559440613
0.06420000000000003,0.014660000000000006,0.04620491593837738
0.06230000000000002,0.014759999999999995,0.044446206550598145
0.0665,0.013379999999999947,0.04207064236879349
0.06410000000000005,0.012499999999999956,0.038413512523174285
0.06520000000000004,0.012560000000000016,0.038422660393714905
0.06359999999999999,0.011220000000000008,0.03554522265970707
0.06440000000000001,0.010120000000000018,0.03238072267174721
0.06269999999999998,0.010240000000000027,0.03236604888439178
0.06569999999999998,0.009619999999999962,0.030206765106916427
0.06240000000000001,0.010000000000000009,0.03172125838696957
0.0645,0.009299999999999975,0.028952584616541863
0.06389999999999996,0.009800000000000031,0.03049119716346264
0.062000000000000055,0.009700000000000042,0.030330398341417313
0.06599999999999995,0.009140000000000037,0.029529169311225414
0.06520000000000004,0.010600000000000054,0.03247496246755123
0.06740000000000002,0.010000000000000009,0.03098108491063118
0.07479999999999998,0.011220000000000008,0.03502107851624489
0.07320000000000004,0.009179999999999966,0.02971148438334465
0.06879999999999997,0.011859999999999982,0.035036142068505284
0.07040000000000002,0.011399999999999966,0.03544933323740959
0.06789999999999996,0.012539999999999996,0.037282305662631986
0.0726,0.012979999999999992,0.03952024886131287
0.07379999999999998,0.012839999999999963,0.03882404633283615
0.07250000000000001,0.01315999999999995,0.039802826280593874
0.07420000000000004,0.013499999999999956,0.041996204879283905
0.06579999999999997,0.012700000000000045,0.0386566383433342
0.07140000000000002,0.01312000000000002,0.04072335768818855
0.07220000000000004,0.014440000000000008,0.04434045031368732
0.07589999999999997,0.01417999999999997,0.04396222259759903
0.07620000000000005,0.014959999999999973,0.045511008611917494
0.0746,0.014859999999999984,0.04502121027171612
0.07650000000000001,0.016179999999999972,0.047430079189538954
0.0706,0.01319999999999999,0.040062031191587445
0.0816,0.013800000000000034,0.0423791203045845
0.07489999999999997,0.013700000000000045,0.0421682766187191
0.0807,0.014499999999999957,0.044817601312994955
0.06999999999999995,0.014580000000000037,0.04439094934463501
0.07140000000000002,0.01744000000000001,0.051305155885219576
0.07820000000000005,0.013979999999999992,0.04363160533666611
0.07289999999999996,0.015059999999999962,0.04597650684952736
0.07640000000000002,0.015900000000000025,0.04891738550245762
0.08130000000000004,0.015100000000000002,0.04594441249608994
0.07520000000000004,0.015599999999999947,0.04784703963696957
0.08599999999999997,0.014619999999999966,0.04626193903148174
0.08809999999999996,0.015020000000000033,0.04594619948387146
0.07740000000000002,0.01651999999999998,0.05018836046218872
0.07820000000000005,0.01649999999999996,0.05165294981658459
0.07640000000000002,0.014399999999999968,0.045502241995334626
0.07640000000000002,0.015140000000000042,0.04692420720219612
0.0766,0.015819999999999945,0.04725851381540298
0.07130000000000003,0.01532,0.046713821322321894
0.08279999999999998,0.015179999999999971,0.045393851041793824
0.08589999999999998,0.015560000000000018,0.04683959059715271
0.07909999999999995,0.01744000000000001,0.05224684595644474
0.07940000000000003,0.014140000000000041,0.044433311119377615
0.07840000000000003,0.014959999999999973,0.0454170547246933
0.08040000000000003,0.013379999999999947,0.04204612244844436
0.06730000000000003,0.014539999999999997,0.046000600923299786
0.08089999999999997,0.013820000000000054,0.042701700408458707
0.08109999999999995,0.015519999999999978,0.047339582751989365
0.07369999999999999,0.015959999999999974,0.04806626361846924
0.07630000000000003,0.01434000000000002,0.04453129405736923
0.07769999999999999,0.015059999999999962,0.04497635715007782
0.07869999999999999,0.015900000000000025,0.04732250077009201
0.0847,0.016800000000000037,0.05182337502241135
0.0766,0.015199999999999991,0.046289048849344254
0.07489999999999997,0.016920000000000046,0.04992193853855133
0.0726,0.016059999999999963,0.04622552485644817
0.07410000000000005,0.013639999999999985,0.04167092812895775
0.07669999999999999,0.01529999999999998,0.04725146778345108
0.07640000000000002,0.014000000000000012,0.04480226209640503
0.05900000000000005,0.005780000000000007,0.0200532553653419
0.056599999999999984,0.0023800000000000487,0.010365450252890587
0.05569999999999997,0.0019599999999999618,0.008834823466539382
0.053200000000000025,0.0012400000000000189,0.007476261596083641
0.05400000000000005,0.0011400000000000299,0.006761643860042095
0.054300000000000015,0.001040000000000041,0.005812268141806126
0.05369999999999997,0.0008599999999999719,0.005457082833908498
0.05359999999999998,0.0008399999999999519,0.005210014951229095
0.0534,0.0006399999999999739,0.004329415388107299
0.05149999999999999,0.0008599999999999719,0.004576383279412985
0.05120000000000002,0.0007599999999999829,0.004439810311943293
0.05169999999999997,0.0006000000000000449,0.0038965428537130354
0.05169999999999997,0.00019999999999997797,0.003430725155137479
0.05120000000000002,0.00038000000000004697,0.0036017201091349126
0.050899999999999945,0.00039999999999995595,0.0036414504891633987
0.050799999999999956,0.0005600000000000049,0.0037239630299061538
0.051100000000000034,0.00034000000000000696,0.003295100497454405
0.0514,0.00036000000000002697,0.003320355708785355
0.051100000000000034,0.00038000000000004697,0.0030481912124156953
0.051000000000000045,0.00019999999999997797,0.0028238994344696403
0.05049999999999999,0.00024000000000001798,0.00282649157486856
0.050799999999999956,0.00038000000000004697,0.0029715211472660305
0.050000000000000044,0.00019999999999997797,0.002613895877301693
0.0504,0.00034000000000000696,0.0028356341022998093
0.05149999999999999,0.00027999999999994696,0.002611426833253354
0.05059999999999998,5.999999999994898e-05,0.0024429638238996267
0.05149999999999999,0.00017999999999995797,0.0025032546728849412
0.050000000000000044,0.000260000000000038,0.002690772376358509
0.05120000000000002,0.000160000000000049,0.002387102149501443
0.05030000000000001,0.00024000000000001798,0.002494306867867708
0.05059999999999998,0.000160000000000049,0.0024207955995947123
0.050899999999999945,2.0000000000020002e-05,0.0020783823400363326
0.050799999999999956,7.999999999996898e-05,0.0022726402814313767
0.050899999999999945,9.999999999998899e-05,0.002260515479668975
0.049799999999999955,7.999999999996898e-05,0.0021810040050372482
0.049699999999999966,0.000140000000000029,0.002258619250282645
0.049900000000000055,5.999999999994898e-05,0.002093130983784795
0.0504,0.000140000000000029,0.00221992335382849
0.050000000000000044,7.999999999996898e-05,0.0020508061216026547
0.051100000000000034,0.00012000000000000899,0.002219302885606885
