Adam_test_err,Adam_training_err,Adam_training_loss
0.119,0.08038000000000001,0.23642909002304077
0.10950000000000004,0.07986000000000004,0.23163824463844299
0.11299999999999999,0.07874000000000003,0.2285428464603424
0.11409999999999998,0.07723999999999998,0.22698612601280213
0.11429999999999996,0.07830000000000004,0.22920209129333496
0.11429999999999996,0.07740000000000002,0.2243308399486542
0.11809999999999998,0.07665999999999995,0.22439462294101714
0.12829999999999997,0.07613999999999999,0.2223983278656006
0.12190000000000001,0.07916000000000001,0.22772030163764953
0.11429999999999996,0.07655999999999996,0.22228668330192566
0.11929999999999996,0.07577999999999996,0.22007171219825744
0.11080000000000001,0.07704,0.22513668140411378
0.12239999999999995,0.07565999999999995,0.21777027759552
0.11040000000000005,0.07699999999999996,0.22194335421085357
0.10340000000000005,0.07552000000000003,0.21730205700874328
0.12160000000000004,0.07550000000000001,0.21736184303283693
0.11219999999999997,0.07325999999999999,0.21447674355506896
0.1251,0.07352000000000003,0.216170372505188
0.11250000000000004,0.07494,0.21434255636453628
0.119,0.07423999999999997,0.2180783833885193
0.11470000000000002,0.07208000000000003,0.21128077181816102
0.10799999999999998,0.0736,0.2145905065560341
0.11499999999999999,0.07342000000000004,0.21516077669620515
0.10119999999999996,0.07296000000000002,0.2111715545463562
0.13370000000000004,0.07245999999999997,0.21210223982810975
0.11460000000000004,0.07496000000000003,0.2157281760597229
0.11050000000000004,0.07269999999999999,0.2093360402393341
0.10729999999999995,0.07152000000000003,0.20806586068153382
0.11370000000000002,0.07401999999999997,0.21463918290138245
0.1038,0.06996000000000002,0.20440464764595032
0.11650000000000005,0.07243999999999995,0.2081551466846466
0.12429999999999997,0.06974000000000002,0.20391036116123198
0.10640000000000005,0.07098000000000004,0.2082177626800537
0.07750000000000001,0.04390000000000005,0.13474722950220108
0.07150000000000001,0.03403999999999996,0.1040857944059372
0.0716,0.030320000000000014,0.09298782742023468
0.07099999999999995,0.026939999999999964,0.0849798495721817
0.06940000000000002,0.02624000000000004,0.08149108164310455
0.07130000000000003,0.02403999999999995,0.07387822824239731
0.07169999999999999,0.022299999999999986,0.06947880821347237
0.0706,0.02093999999999996,0.06448324044704437
0.06979999999999997,0.02100000000000002,0.0640355363547802
0.07040000000000002,0.01959999999999995,0.0601979638338089
0.07210000000000005,0.01866000000000001,0.0568880056142807
0.07030000000000003,0.018179999999999974,0.05502673367381096
0.07120000000000004,0.017340000000000022,0.052536707788705825
0.07079999999999997,0.015920000000000045,0.04867060453653336
0.07010000000000005,0.015580000000000038,0.04751115005850792
0.06899999999999995,0.013299999999999979,0.04265761212348938
0.06899999999999995,0.013880000000000003,0.04328277376532555
0.06999999999999995,0.014000000000000012,0.04315319034099579
0.06989999999999996,0.01322000000000001,0.0411119680339098
0.07089999999999996,0.012340000000000018,0.03906881149172783
0.07220000000000004,0.012440000000000007,0.03913819554448128
0.07130000000000003,0.010739999999999972,0.0358146832549572
0.06979999999999997,0.011220000000000008,0.03599370269536972
0.07099999999999995,0.011580000000000035,0.03537488046988845
0.07230000000000003,0.010639999999999983,0.03380350629091263
0.0686,0.010619999999999963,0.033732608938515186
0.07310000000000005,0.010199999999999987,0.032779542956352235
0.07089999999999996,0.010539999999999994,0.03308801886975765
0.07340000000000002,0.010260000000000047,0.031750802278518675
0.0716,0.010419999999999985,0.032372294256091116
0.07350000000000001,0.00882000000000005,0.02901271370232105
0.07150000000000001,0.00990000000000002,0.029325947329998017
0.06910000000000005,0.009000000000000008,0.02894384351670742
0.06999999999999995,0.009820000000000051,0.030404913011193274
0.06920000000000004,0.008619999999999961,0.028222957359552384
0.07050000000000001,0.00880000000000003,0.028413121942281724
0.0706,0.008680000000000021,0.02795357824444771
0.07030000000000003,0.008340000000000014,0.027184386605620385
0.07010000000000005,0.00871999999999995,0.027874293035268782
0.07199999999999995,0.008099999999999996,0.026468769040107726
0.07130000000000003,0.007939999999999947,0.026743334991335868
0.07030000000000003,0.00873999999999997,0.026517792368531228
0.07550000000000001,0.007900000000000018,0.024802774994969367
0.07279999999999998,0.007979999999999987,0.025517114973962307
0.07030000000000003,0.00782000000000005,0.025531864866018297
0.07169999999999999,0.008279999999999954,0.025784174562096595
0.07410000000000005,0.007260000000000044,0.02383422266423702
0.07210000000000005,0.008539999999999992,0.026168709104955196
0.07189999999999996,0.007340000000000013,0.023310762743353843
0.0706,0.00766,0.025095694803595543
0.07079999999999997,0.007419999999999982,0.02423397928714752
0.07010000000000005,0.007099999999999995,0.023819135028123856
0.07120000000000004,0.007600000000000051,0.02496832900285721
0.07099999999999995,0.007600000000000051,0.023296622534990312
0.07130000000000003,0.007240000000000024,0.02367669531464577
0.07020000000000004,0.00763999999999998,0.023784955756664276
0.07079999999999997,0.007859999999999978,0.025192482193112372
0.07010000000000005,0.00768000000000002,0.02401584973871708
0.07069999999999999,0.007140000000000035,0.022735269320011138
0.07179999999999997,0.007199999999999984,0.023260337428599596
0.07140000000000002,0.006859999999999977,0.02290943098127842
0.07150000000000001,0.007099999999999995,0.02208929227590561
0.06910000000000005,0.007140000000000035,0.02333418381690979
0.07189999999999996,0.007499999999999951,0.023367309836745263
0.07050000000000001,0.007279999999999953,0.023594203569889068
0.07320000000000004,0.006820000000000048,0.02274850678265095
0.07230000000000003,0.007220000000000004,0.02332008252263069
0.07450000000000001,0.00658000000000003,0.022050146333277225
0.07199999999999995,0.007079999999999975,0.02327500506401062
0.07369999999999999,0.006900000000000017,0.023150697308778764
0.07169999999999999,0.007480000000000042,0.023058746308088303
0.07069999999999999,0.007040000000000046,0.021756128697693347
0.07169999999999999,0.006279999999999952,0.02021086886793375
0.07199999999999995,0.007179999999999964,0.022738453136086464
0.07220000000000004,0.00658000000000003,0.02218673417687416
0.07150000000000001,0.006700000000000039,0.021620660377144815
0.07310000000000005,0.007140000000000035,0.022691003588438036
0.07130000000000003,0.006279999999999952,0.02162180060386658
0.0726,0.006440000000000001,0.02110840837299824
0.07179999999999997,0.006800000000000028,0.02205835068911314
0.06969999999999998,0.0048799999999999955,0.017111464616656302
0.0685,0.0034399999999999986,0.013555333895087241
0.06820000000000004,0.0030000000000000027,0.01212666024260223
0.06799999999999995,0.0028000000000000247,0.011119582012295723
0.06720000000000004,0.0028000000000000247,0.011958605706393718
0.06899999999999995,0.0022799999999999487,0.010115968132913112
0.06630000000000003,0.0025399999999999867,0.010754878702200949
0.0655,0.0021400000000000308,0.009829191158711911
0.06669999999999998,0.0022199999999999998,0.01011219844289124
0.06610000000000005,0.0020599999999999508,0.009446135772764683
0.0655,0.0023800000000000487,0.00933190249323845
0.06489999999999996,0.0021600000000000508,0.009424630433395505
0.0655,0.0017800000000000038,0.008493665942326189
0.06579999999999997,0.0020400000000000418,0.00865278345644474
0.06610000000000005,0.0020599999999999508,0.008716032327562571
0.06620000000000004,0.0017800000000000038,0.00845410742804408
0.06669999999999998,0.0018200000000000438,0.008577678140737116
0.06510000000000005,0.0019599999999999618,0.008377892813980579
0.06479999999999997,0.0015600000000000058,0.00782843626767397
0.06489999999999996,0.0017200000000000548,0.0075306705595552925
0.06410000000000005,0.0018200000000000438,0.008340317935347556
0.06440000000000001,0.0016000000000000458,0.007657954712808132
0.06469999999999998,0.0015199999999999658,0.0075232515788078306
0.06540000000000001,0.0014399999999999968,0.0073765686765313145
0.06599999999999995,0.0014399999999999968,0.0073003771686553955
0.06389999999999996,0.0013600000000000279,0.006804215553924442
0.06569999999999998,0.0017000000000000348,0.0073219456957280635
0.06579999999999997,0.0014399999999999968,0.0074626021903008224
0.06589999999999996,0.0015800000000000258,0.0073164081399142745
0.06489999999999996,0.0013400000000000079,0.007224958397597074
0.06469999999999998,0.0012600000000000389,0.006611752223223448
0.06569999999999998,0.0014999999999999458,0.006897615516781807
0.06440000000000001,0.0011799999999999589,0.00656193303450942
0.06489999999999996,0.0016399999999999748,0.0075201943701505665
0.0665,0.0009000000000000119,0.006050298729091882
0.0655,0.0013999999999999568,0.006615976697802544
0.06489999999999996,0.0013800000000000479,0.006597082574516535
0.06489999999999996,0.0014999999999999458,0.006823218959569931
0.0655,0.0014399999999999968,0.006774369993209839
0.06599999999999995,0.0011400000000000299,0.0061076928043365475
